gene_id	gene_name	transcript_size
ENSG00000170606.13	HSPA4	4825
ENSG00000053108.16	FSTL4	5419
ENSG00000113583.7	C5orf15	2358
ENSG00000213585.10	VDAC1	1953
ENSG00000081059.19	TCF7	5340
ENSG00000113558.18	SKP1	9474
ENSG00000272772.1	CTD-2410N18.5	483
ENSG00000113575.9	PPP2CA	4649
ENSG00000006837.11	CDKL3	2160
ENSG00000119048.7	UBE2B	2515
ENSG00000237190.3	CDKN2AIPNL	1223
ENSG00000043143.20	JADE2	6465
ENSG00000152700.13	SAR1B	6682
ENSG00000113615.12	SEC24A	6299
ENSG00000164615.4	CAMLG	2221
ENSG00000145833.15	DDX46	5689
ENSG00000181904.8	C5orf24	5065
ENSG00000113621.14	TXNDC15	3548
ENSG00000132570.14	PCBD2	5621
ENSG00000152705.7	CATSPER3	1367
ENSG00000069011.15	PITX1	2406
ENSG00000113648.16	H2AFY	10982
ENSG00000251380.3	DCANP1	3135
ENSG00000255833.1	TIFAB	5923
ENSG00000181965.5	NEUROG1	1668
ENSG00000145824.12	CXCL14	1971
ENSG00000145832.12	SLC25A48	2062
ENSG00000145839.1	IL9	591
ENSG00000145826.8	LECT2	1077
ENSG00000120708.16	TGFBI	4661
ENSG00000113658.16	SMAD5	7012
ENSG00000069018.17	TRPC7	2987
ENSG00000152377.13	SPOCK1	4846
ENSG00000146021.14	KLHL3	6981
ENSG00000177733.6	HNRNPA0	8726
ENSG00000120729.9	MYOT	2337
ENSG00000078795.16	PKD2L2	2333
ENSG00000031003.10	FAM13B	5465
ENSG00000061492.11	WNT8A	1597
ENSG00000112981.4	NME5	1198
ENSG00000112983.17	BRD8	4388
ENSG00000112984.11	KIF20A	3201
ENSG00000094880.10	CDC23	3155
ENSG00000146013.10	GFRA3	2039
ENSG00000158402.18	CDC25C	2128
ENSG00000120709.10	FAM53C	4377
ENSG00000120733.13	KDM3B	6813
ENSG00000132563.15	REEP2	2170
ENSG00000120738.7	EGR1	3138
ENSG00000120705.12	ETF1	3874
ENSG00000113013.12	HSPA9	3321
ENSG00000044115.20	CTNNA1	3831
ENSG00000146006.7	LRRTM2	6017
ENSG00000120725.12	SIL1	1923
ENSG00000280987.3	MATR3	5513
ENSG00000015479.17	MATR3	7306
ENSG00000120727.12	PAIP2	2297
ENSG00000170482.16	SLC23A1	2303
ENSG00000170476.15	MZB1	1887
ENSG00000228672.3	PROB1	5122
ENSG00000170469.10	SPATA24	909
ENSG00000170464.9	DNAJC18	5103
ENSG00000279686.1	ECSCR	1002
ENSG00000249751.3	ECSCR	1035
ENSG00000184584.12	TMEM173	3200
ENSG00000131508.15	UBE2D2	2702
ENSG00000171604.11	CXXC5	2658
ENSG00000146005.3	PSD2	4513
ENSG00000158458.19	NRG2	3723
ENSG00000185129.5	PURA	11497
ENSG00000182700.4	IGIP	3458
ENSG00000120306.9	CYSTM1	1336
ENSG00000113068.9	PFDN1	1352
ENSG00000281227.1	AC011380.1	48
ENSG00000113070.7	HBEGF	2386
ENSG00000113073.14	SLC4A9	3277
ENSG00000131503.20	ANKHD1	8221
ENSG00000254996.5	ANKHD1-EIF4EBP3	8246
ENSG00000213523.9	SRA1	2165
ENSG00000243056.1	EIF4EBP3	691
ENSG00000113108.17	APBB3	2801
ENSG00000176087.14	SLC35A4	3617
ENSG00000170458.13	CD14	1886
ENSG00000131495.8	NDUFA2	804
ENSG00000113119.12	TMCO6	1953
ENSG00000113141.15	IK	1964
ENSG00000120314.18	WDR55	4080
ENSG00000256453.1	DND1	1605
ENSG00000170445.12	HARS	3494
ENSG00000112855.14	HARS2	2483
ENSG00000146007.10	ZMAT2	1647
ENSG00000204970.9	PCDHA1	5263
ENSG00000204969.6	PCDHA2	5254
ENSG00000255408.3	PCDHA3	5260
ENSG00000204967.10	PCDHA4	10557
ENSG00000204965.8	PCDHA5	5218
ENSG00000081842.17	PCDHA6	5374
ENSG00000204963.5	PCDHA7	5221
ENSG00000204962.5	PCDHA8	5260
ENSG00000204961.6	PCDHA9	6900
ENSG00000250120.6	PCDHA10	12358
ENSG00000249158.6	PCDHA11	6115
ENSG00000251664.3	PCDHA12	5233
ENSG00000239389.7	PCDHA13	5260
ENSG00000248383.4	PCDHAC1	5299
ENSG00000243232.4	PCDHAC2	5963
ENSG00000171815.5	PCDHB1	8210
ENSG00000112852.6	PCDHB2	4126
ENSG00000113205.5	PCDHB3	3355
ENSG00000081818.3	PCDHB4	3825
ENSG00000113209.8	PCDHB5	3408
ENSG00000113211.5	PCDHB6	3266
ENSG00000113212.6	PCDHB7	3765
ENSG00000120322.3	PCDHB8	2740
ENSG00000272674.3	PCDHB16	5001
ENSG00000279068.1	CH17-140K24.5	566
ENSG00000120324.7	PCDHB10	3290
ENSG00000177839.6	PCDHB9	4415
ENSG00000197479.6	PCDHB11	4198
ENSG00000120328.6	PCDHB12	3853
ENSG00000187372.11	PCDHB13	5061
ENSG00000120327.6	PCDHB14	4828
ENSG00000279983.1	CH17-140K24.8	548
ENSG00000113248.5	PCDHB15	4017
ENSG00000178913.7	TAF7	2334
ENSG00000120329.6	SLC25A2	1417
ENSG00000204956.5	PCDHGA1	4604
ENSG00000081853.14	PCDHGA2	4605
ENSG00000254245.2	PCDHGA3	4771
ENSG00000254221.2	PCDHGB1	4590
ENSG00000262576.2	PCDHGA4	4778
ENSG00000253910.2	PCDHGB2	4602
ENSG00000253485.2	PCDHGA5	4602
ENSG00000262209.2	PCDHGB3	4727
ENSG00000253731.2	PCDHGA6	5650
ENSG00000253537.2	PCDHGA7	4605
ENSG00000253953.2	PCDHGB4	4725
ENSG00000253767.2	PCDHGA8	6480
ENSG00000276547.1	PCDHGB5	4578
ENSG00000261934.2	PCDHGA9	4605
ENSG00000253305.2	PCDHGB6	4601
ENSG00000253846.2	PCDHGA10	4617
ENSG00000254122.2	PCDHGB7	4765
ENSG00000253873.5	PCDHGA11	4647
ENSG00000253159.2	PCDHGA12	4747
ENSG00000240184.6	PCDHGC3	4725
ENSG00000242419.5	PCDHGC4	4623
ENSG00000240764.3	PCDHGC5	4761
ENSG00000131504.15	DIAPH1	5795
ENSG00000171720.9	HDAC3	1959
ENSG00000164620.8	RELL2	2520
ENSG00000197948.10	FCHSD1	4320
ENSG00000120318.15	ARAP3	5250
ENSG00000156453.13	PCDH1	4793
ENSG00000081791.8	KIAA0141	4970
ENSG00000113555.5	PCDH12	6562
ENSG00000013561.17	RNF14	4235
ENSG00000113552.15	GNPDA1	2980
ENSG00000131507.10	NDFIP1	4164
ENSG00000187678.8	SPRY4	4938
ENSG00000113578.17	FGF1	4062
ENSG00000145819.15	ARHGAP26	9200
ENSG00000113580.14	NR3C1	7286
ENSG00000158497.2	HMHB1	384
ENSG00000145817.16	YIPF5	3147
ENSG00000183775.10	KCTD16	13950
ENSG00000186314.11	PRELID2	2140
ENSG00000204928.1	GRXCR2	747
ENSG00000156463.17	SH3RF2	5607
ENSG00000173261.8	PLAC8L1	638
ENSG00000133706.17	LARS	4766
ENSG00000275740.1	RP11-449H3.3	3311
ENSG00000091009.7	RBM27	6451
ENSG00000091010.4	POU4F3	1182
ENSG00000113649.11	TCERG1	4654
ENSG00000173250.2	GPR151	3088
ENSG00000156475.18	PPP2R2B	10704
ENSG00000169302.14	STK32A	5393
ENSG00000113657.12	DPYSL3	5476
ENSG00000176049.15	JAKMIP2	9272
ENSG00000164266.10	SPINK1	1188
ENSG00000164265.8	SCGB3A2	672
ENSG00000178776.4	C5orf46	573
ENSG00000133710.15	SPINK5	3656
ENSG00000196800.6	SPINK14	294
ENSG00000178172.6	SPINK6	686
ENSG00000214510.9	SPINK13	1022
ENSG00000145879.10	SPINK7	1225
ENSG00000204909.7	SPINK9	604
ENSG00000145868.16	FBXO38	4424
ENSG00000164270.17	HTR4	3082
ENSG00000169252.5	ADRB2	3443
ENSG00000169247.11	SH3TC2	7324
ENSG00000173210.19	ABLIM3	4569
ENSG00000157510.13	AFAP1L1	4177
ENSG00000164284.14	GRPEL2	4109
ENSG00000145882.10	PCYOX1L	4887
ENSG00000127743.5	IL17B	696
ENSG00000113712.16	CSNK1A1	6067
ENSG00000183111.11	ARHGEF37	4968
ENSG00000155846.16	PPARGC1B	10568
ENSG00000132915.10	PDE6A	5706
ENSG00000155850.7	SLC26A2	8080
ENSG00000164296.6	TIGD6	4006
ENSG00000113716.12	HMGXB3	5567
ENSG00000182578.13	CSF1R	3989
ENSG00000113721.13	PDGFRB	5717
ENSG00000113722.16	CDX1	1758
ENSG00000011083.8	SLC6A7	3739
ENSG00000070808.15	CAMK2A	5322
ENSG00000183876.8	ARSI	3161
ENSG00000070814.17	TCOF1	5240
ENSG00000019582.14	CD74	1727
ENSG00000164587.11	RPS14	3119
ENSG00000070614.14	NDST1	8030
ENSG00000171992.12	SYNPO	7063
ENSG00000164591.13	MYOZ3	3445
ENSG00000086589.11	RBM22	2342
ENSG00000132912.12	DCTN4	4208
ENSG00000256235.1	SMIM3	2332
ENSG00000237693.4	IRGM	1659
ENSG00000145908.12	ZNF300	4155
ENSG00000279109.1	AC008641.1	69
ENSG00000211445.11	GPX3	1757
ENSG00000145901.14	TNIP1	2935
ENSG00000197043.13	ANXA6	2593
ENSG00000198624.12	CCDC69	3451
ENSG00000196743.8	GM2A	3896
ENSG00000186334.9	SLC36A3	3558
ENSG00000186335.8	SLC36A2	3421
ENSG00000123643.12	SLC36A1	5781
ENSG00000086570.12	FAT2	14534
ENSG00000113140.10	SPARC	3701
ENSG00000177556.11	ATOX1	4341
ENSG00000145907.14	G3BP1	10240
ENSG00000145888.10	GLRA1	1803
ENSG00000132911.4	NMUR2	2073
ENSG00000155511.17	GRIA1	5708
ENSG00000055147.17	FAM114A2	4443
ENSG00000037749.11	MFAP3	2891
ENSG00000164574.15	GALNT10	5961
ENSG00000164576.11	SAP30L	6226
ENSG00000113196.2	HAND1	1738
ENSG00000155506.16	LARP1	6595
ENSG00000170271.10	FAXDC2	3817
ENSG00000155508.13	CNOT8	2708
ENSG00000082516.8	GEMIN5	5397
ENSG00000082515.16	MRPL22	3176
ENSG00000226650.5	KIF4B	4378
ENSG00000170624.13	SGCD	9755
ENSG00000279646.1	AC016577.1	228
ENSG00000145850.8	TIMD4	1369
ENSG00000113249.12	HAVCR1	1845
ENSG00000135077.8	HAVCR2	2907
ENSG00000155868.7	MED7	2402
ENSG00000113263.12	ITK	5869
ENSG00000170613.4	FAM71B	2515
ENSG00000055163.18	CYFIP2	6370
ENSG00000172568.4	FNDC9	2125
ENSG00000135074.15	ADAM19	6481
ENSG00000172548.14	NIPAL4	3274
ENSG00000039600.10	SOX30	3265
ENSG00000187658.6	C5orf52	686
ENSG00000113272.13	THG1L	3107
ENSG00000155858.5	LSM11	6584
ENSG00000113282.13	CLINT1	3987
ENSG00000164330.16	EBF1	5250
ENSG00000145860.11	RNF145	3624
ENSG00000164332.7	UBLCP1	2392
ENSG00000113302.4	IL12B	2761
ENSG00000170214.3	ADRA1B	1738
ENSG00000113312.10	TTC1	1467
ENSG00000170234.12	PWWP2A	3991
ENSG00000170231.15	FABP6	769
ENSG00000135083.14	CCNJL	3442
ENSG00000145861.7	C1QTNF2	2414
ENSG00000221886.3	ZBED8	2851
ENSG00000164609.9	SLU7	3793
ENSG00000164611.12	PTTG1	1070
ENSG00000118322.12	ATP10B	7566
ENSG00000145864.12	GABRB2	7409
ENSG00000145863.10	GABRA6	2393
ENSG00000022355.15	GABRA1	4686
ENSG00000113327.14	GABRG2	4056
ENSG00000113328.18	CCNG1	2458
ENSG00000170584.10	NUDCD2	8005
ENSG00000072571.19	HMMR	3102
ENSG00000038274.16	MAT2B	3409
ENSG00000145934.15	TENM2	9427
ENSG00000113645.13	WWC1	7130
ENSG00000113643.8	RARS	2146
ENSG00000188573.7	FBLL1	1519
ENSG00000120137.6	PANK3	10506
ENSG00000184347.14	SLIT3	9706
ENSG00000040275.16	SPDL1	2668
ENSG00000134516.15	DOCK2	6097
ENSG00000204767.3	FAM196B	2999
ENSG00000168269.8	FOXI1	2011
ENSG00000043462.11	LCP2	4678
ENSG00000182132.12	KCNIP1	2249
ENSG00000145936.8	KCNMB1	5052
ENSG00000094755.16	GABRP	3576
ENSG00000204764.12	RANBP17	4739
ENSG00000275038.1	RP11-546B8.6	2775
ENSG00000164438.5	TLX3	1493
ENSG00000181163.13	NPM1	1758
ENSG00000156427.7	FGF18	1986
ENSG00000185662.8	SMIM23	468
ENSG00000072803.17	FBXW11	4539
ENSG00000072786.12	STK10	6060
ENSG00000214360.4	EFCAB9	702
ENSG00000168246.5	UBTD2	3301
ENSG00000174705.11	SH3PXD2B	7777
ENSG00000214357.8	NEURL1B	6424
ENSG00000120129.5	DUSP1	2019
ENSG00000113719.15	ERGIC1	5687
ENSG00000037241.7	RPL26L1	742
ENSG00000113732.8	ATP6V0E1	1433
ENSG00000164463.12	CREBRF	7778
ENSG00000113734.17	BNIP1	1339
ENSG00000183072.9	NKX2-5	1709
ENSG00000113739.10	STC2	5353
ENSG00000145919.10	BOD1	1562
ENSG00000113742.12	CPEB4	9483
ENSG00000185056.9	C5orf47	2522
ENSG00000170091.10	HMP19	2452
ENSG00000120149.8	MSX2	2241
ENSG00000184845.3	DRD1	4054
ENSG00000164466.12	SFXN1	4231
ENSG00000113749.6	HRH2	2561
ENSG00000145920.14	CPLX2	5023
ENSG00000051596.9	THOC3	1796
ENSG00000182230.11	FAM153B	4334
ENSG00000170085.17	SIMC1	3572
ENSG00000122203.14	KIAA1191	2991
ENSG00000175414.6	ARL10	10845
ENSG00000048162.19	NOP16	1258
ENSG00000146066.2	HIGD2A	668
ENSG00000175416.12	CLTB	1489
ENSG00000113194.12	FAF2	4515
ENSG00000146083.11	RNF44	4155
ENSG00000074276.10	CDHR2	4509
ENSG00000169258.6	GPRIN1	4211
ENSG00000074317.10	SNCB	1407
ENSG00000175766.11	EIF4E1B	2836
ENSG00000048140.17	TSPAN17	4445
ENSG00000113763.10	UNC5A	3812
ENSG00000160883.10	HK3	3066
ENSG00000087206.16	UIMC1	2570
ENSG00000113761.11	ZNF346	2774
ENSG00000160867.14	FGFR4	3122
ENSG00000165671.18	NSD1	12892
ENSG00000169228.13	RAB24	1820
ENSG00000213347.10	MXD3	2279
ENSG00000169230.9	PRELID1	1261
ENSG00000169223.14	LMAN2	1800
ENSG00000169220.17	RGS14	2415
ENSG00000131183.10	SLC34A1	2916
ENSG00000196570.2	PFN3	530
ENSG00000131187.9	F12	2049
ENSG00000198055.10	GRK6	2939
ENSG00000131188.11	PRR7	1480
ENSG00000113758.13	DBN1	3072
ENSG00000196923.13	PDLIM7	1904
ENSG00000146094.13	DOK3	2292
ENSG00000183258.11	DDX41	2949
ENSG00000146067.15	FAM193B	4604
ENSG00000184840.11	TMED9	1473
ENSG00000027847.13	B4GALT7	2653
ENSG00000170074.19	FAM153A	4499
ENSG00000175325.2	PROP1	1464
ENSG00000204677.10	FAM153C	1510
ENSG00000145911.5	N4BP3	6080
ENSG00000145916.18	RMND5B	4250
ENSG00000145912.8	NHP2	865
ENSG00000197451.10	HNRNPAB	1796
ENSG00000175309.14	PHYKPL	2780
ENSG00000050767.15	COL23A1	3061
ENSG00000113240.12	CLK4	3722
ENSG00000169131.10	ZNF354A	2484
ENSG00000178338.10	ZNF354B	2802
ENSG00000198939.7	ZFP2	2429
ENSG00000178187.7	ZNF454	2332
ENSG00000113262.14	GRM6	6143
ENSG00000234284.6	ZNF879	3304
ENSG00000177932.6	ZNF354C	5411
ENSG00000087116.13	ADAMTS2	6754
ENSG00000176783.14	RUFY1	2646
ENSG00000169045.17	HNRNPH1	5564
ENSG00000204659.4	CBY3	785
ENSG00000127022.14	CANX	4260
ENSG00000161021.11	MAML1	6559
ENSG00000213316.9	LTC4S	909
ENSG00000161013.16	MGAT4B	3027
ENSG00000161011.19	SQSTM1	2986
ENSG00000161010.14	C5orf45	4145
ENSG00000197226.12	TBC1D9B	5173
ENSG00000113269.13	RNF130	9945
ENSG00000146090.15	RASGEF1C	2395
ENSG00000050748.17	MAPK9	4815
ENSG00000131459.12	GFPT2	3093
ENSG00000113300.11	CNOT6	6303
ENSG00000161055.3	SCGB3A1	714
ENSG00000037280.15	FLT4	5857
ENSG00000174339.2	OR2Y1	1058
ENSG00000131446.16	MGAT1	8863
ENSG00000196670.13	ZFP62	4010
ENSG00000113303.11	BTNL8	2229
ENSG00000168903.8	BTNL3	2440
ENSG00000165810.16	BTNL9	3500
ENSG00000185372.2	OR2V1	948
ENSG00000182613.1	OR2V2	948
ENSG00000146054.17	TRIM7	4357
ENSG00000146063.18	TRIM41	7015
ENSG00000204628.11	GNB2L1	1651
ENSG00000183718.5	TRIM52	4753
ENSG00000230178.1	OR4F3	995
ENSG00000112679.14	DUSP22	3824
ENSG00000137265.14	IRF4	5331
ENSG00000112685.13	EXOC2	4449
ENSG00000188996.4	HUS1B	1025
ENSG00000164379.5	FOXQ1	1715
ENSG00000137273.3	FOXF2	2187
ENSG00000054598.6	FOXC1	3926
ENSG00000112699.10	GMDS	1752
ENSG00000145949.9	MYLK4	5806
ENSG00000124535.15	WRNIP1	3239
ENSG00000021355.12	SERPINB1	2619
ENSG00000170542.5	SERPINB9	4118
ENSG00000124570.17	SERPINB6	3265
ENSG00000124588.19	NQO2	10084
ENSG00000137275.13	RIPK1	4160
ENSG00000137274.12	BPHL	3723
ENSG00000137267.5	TUBB2A	1595
ENSG00000137285.9	TUBB2B	2020
ENSG00000180822.11	PSMG4	4603
ENSG00000137266.14	SLC22A23	6641
ENSG00000168994.13	PXDC1	2190
ENSG00000145945.5	FAM50B	1932
ENSG00000112739.16	PRPF4B	6775
ENSG00000145975.13	FAM217A	2265
ENSG00000185689.15	C6orf201	2496
ENSG00000198721.12	ECI2	3870
ENSG00000153046.17	CDYL	3419
ENSG00000124787.13	RPP40	1483
ENSG00000219607.3	PPP1R3G	4907
ENSG00000214113.10	LYRM4	7312
ENSG00000145982.11	FARS2	1692
ENSG00000124785.8	NRN1	1795
ENSG00000124491.15	F13A1	3999
ENSG00000112799.8	LY86	1197
ENSG00000124782.19	RREB1	9067
ENSG00000124783.12	SSR1	9669
ENSG00000164304.15	CAGE1	3284
ENSG00000124784.8	RIOK1	2810
ENSG00000096696.13	DSP	9796
ENSG00000168566.12	SNRNP48	4173
ENSG00000153162.8	BMP6	2780
ENSG00000239264.8	TXNDC5	2964
ENSG00000259040.5	BLOC1S5-TXNDC5	3030
ENSG00000188428.17	BLOC1S5	2684
ENSG00000265818.1	EEF1E1-BLOC1S5	768
ENSG00000282913.1	BLOC1S5	273
ENSG00000124802.11	EEF1E1	1077
ENSG00000124786.9	SLC35B3	2137
ENSG00000181355.20	OFCC1	2877
ENSG00000137203.10	TFAP2A	3317
ENSG00000111846.15	GCNT2	4525
ENSG00000137434.11	C6orf52	682
ENSG00000111845.4	PAK1IP1	1800
ENSG00000111843.13	TMEM14C	1177
ENSG00000137210.13	TMEM14B	1589
ENSG00000272162.1	RP11-637O19.3	1589
ENSG00000111837.11	MAK	3984
ENSG00000124827.6	GCM2	2441
ENSG00000153157.12	SYCP2L	3130
ENSG00000197977.3	ELOVL2	3997
ENSG00000224531.5	SMIM13	4688
ENSG00000244476.2	ERVFRD-1	3198
ENSG00000111859.16	NEDD9	4934
ENSG00000205269.5	TMEM170B	8362
ENSG00000111863.12	ADTRP	2058
ENSG00000095951.16	HIVEP1	9027
ENSG00000078401.6	EDN1	2033
ENSG00000112137.16	PHACTR1	5332
ENSG00000145979.17	TBC1D7	2598
ENSG00000145990.10	GFOD1	8751
ENSG00000124523.14	SIRT5	4382
ENSG00000225921.6	NOL7	1184
ENSG00000010017.12	RANBP9	3113
ENSG00000050393.11	MCUR1	5471
ENSG00000180537.12	RNF182	3706
ENSG00000112149.9	CD83	2471
ENSG00000008083.13	JARID2	5755
ENSG00000047579.19	DTNBP1	1880
ENSG00000007944.14	MYLIP	2796
ENSG00000137198.9	GMPR	1515
ENSG00000124788.17	ATXN1	10602
ENSG00000230873.8	STMND1	2085
ENSG00000112183.14	RBM24	2703
ENSG00000112186.11	CAP2	3316
ENSG00000137414.5	FAM8A1	4677
ENSG00000124789.11	NUP153	6030
ENSG00000137177.18	KIF13A	6924
ENSG00000187566.4	NHLRC1	1188
ENSG00000137364.4	TPMT	3181
ENSG00000165097.13	KDM1B	3811
ENSG00000124795.14	DEK	3427
ENSG00000137393.9	RNF144B	5036
ENSG00000172201.10	ID4	2344
ENSG00000172197.10	MBOAT1	1794
ENSG00000112242.14	E2F3	4749
ENSG00000145996.11	CDKAL1	3272
ENSG00000124766.5	SOX4	5851
ENSG00000172179.11	PRL	1364
ENSG00000112273.6	HDGFL1	2174
ENSG00000152954.11	NRSN1	2408
ENSG00000146038.11	DCDC2	4707
ENSG00000146049.1	KAAG1	1382
ENSG00000124532.14	MRS2	3980
ENSG00000112293.14	GPLD1	3489
ENSG00000112294.12	ALDH5A1	5248
ENSG00000137261.13	KIAA0319	6896
ENSG00000111802.13	TDP2	2120
ENSG00000112304.10	ACOT13	4391
ENSG00000112308.12	C6orf62	4134
ENSG00000112312.9	GMNN	1262
ENSG00000260286.3	C6orf229	814
ENSG00000282804.1	RP3-369A17.6	654
ENSG00000111913.15	FAM65B	5539
ENSG00000079691.17	LRRC16A	5431
ENSG00000079689.13	SCGN	1447
ENSG00000164508.4	HIST1H2AA	396
ENSG00000146047.5	HIST1H2BA	384
ENSG00000146039.10	SLC17A4	3699
ENSG00000124568.10	SLC17A1	1844
ENSG00000124564.17	SLC17A3	2052
ENSG00000112337.10	SLC17A2	2524
ENSG00000112343.10	TRIM38	9413
ENSG00000124610.4	HIST1H1A	648
ENSG00000275714.1	HIST1H3A	411
ENSG00000278637.1	HIST1H4A	312
ENSG00000278705.1	HIST1H4B	438
ENSG00000274267.1	HIST1H3B	411
ENSG00000278463.1	HIST1H2AB	393
ENSG00000276410.2	HIST1H2BB	431
ENSG00000278272.1	HIST1H3C	411
ENSG00000187837.3	HIST1H1C	642
ENSG00000010704.18	HFE	5286
ENSG00000197061.4	HIST1H4C	435
ENSG00000187475.5	HIST1H1T	718
ENSG00000180596.7	HIST1H2BC	659
ENSG00000180573.9	HIST1H2AC	1668
ENSG00000168298.6	HIST1H1E	754
ENSG00000158373.8	HIST1H2BD	789
ENSG00000274290.2	HIST1H2BE	2585
ENSG00000277157.1	HIST1H4D	312
ENSG00000282988.1	RP1-34B20.21	1637
ENSG00000197409.7	HIST1H3D	411
ENSG00000196866.2	HIST1H2AD	393
ENSG00000277224.2	HIST1H2BF	1196
ENSG00000276966.2	HIST1H4E	1487
ENSG00000273802.2	HIST1H2BG	1534
ENSG00000277075.2	HIST1H2AE	509
ENSG00000274750.2	HIST1H3E	2679
ENSG00000124575.6	HIST1H1D	666
ENSG00000274618.1	HIST1H4F	312
ENSG00000275663.1	HIST1H4G	297
ENSG00000277775.1	HIST1H3F	411
ENSG00000275713.2	HIST1H2BH	2060
ENSG00000273983.1	HIST1H3G	2411
ENSG00000278588.1	HIST1H2BI	381
ENSG00000158406.4	HIST1H4H	2163
ENSG00000186470.13	BTN3A2	3733
ENSG00000124508.16	BTN2A2	3590
ENSG00000026950.16	BTN3A1	3442
ENSG00000111801.15	BTN3A3	4547
ENSG00000112763.15	BTN2A1	3113
ENSG00000124557.12	BTN1A1	2895
ENSG00000182952.4	HMGN4	1225
ENSG00000146109.4	ABT1	2949
ENSG00000181315.10	ZNF322	4882
ENSG00000124635.8	HIST1H2BJ	950
ENSG00000196787.3	HIST1H2AG	2250
ENSG00000276180.1	HIST1H4I	1294
ENSG00000197903.7	HIST1H2BK	381
ENSG00000274997.1	HIST1H2AH	387
ENSG00000112812.15	PRSS16	3411
ENSG00000158553.4	POM121L2	3108
ENSG00000124613.8	ZNF391	4079
ENSG00000096654.15	ZNF184	3101
ENSG00000185130.5	HIST1H2BL	488
ENSG00000196747.4	HIST1H2AI	503
ENSG00000278828.1	HIST1H3H	1237
ENSG00000276368.1	HIST1H2AJ	387
ENSG00000273703.1	HIST1H2BM	381
ENSG00000197238.4	HIST1H4J	373
ENSG00000273542.1	HIST1H4K	312
ENSG00000233822.4	HIST1H2BN	4137
ENSG00000275221.1	HIST1H2AK	393
ENSG00000276903.1	HIST1H2AL	393
ENSG00000184357.4	HIST1H1B	681
ENSG00000275379.1	HIST1H3I	411
ENSG00000275126.1	HIST1H4L	312
ENSG00000197153.4	HIST1H3J	522
ENSG00000278677.1	HIST1H2AM	393
ENSG00000274641.1	HIST1H2BO	381
ENSG00000168131.4	OR2B2	1212
ENSG00000124657.1	OR2B6	942
ENSG00000197279.3	ZNF165	2107
ENSG00000196812.4	ZSCAN16	1328
ENSG00000198315.10	ZKSCAN8	7376
ENSG00000137185.11	ZSCAN9	2062
ENSG00000187626.8	ZKSCAN4	2375
ENSG00000189134.3	NKAPL	1639
ENSG00000197062.11	ZSCAN26	2835
ENSG00000276302.1	RP5-874C20.8	557
ENSG00000137338.5	PGBD1	3100
ENSG00000235109.7	ZSCAN31	3551
ENSG00000189298.13	ZKSCAN3	4799
ENSG00000158691.14	ZSCAN12	5495
ENSG00000187987.9	ZSCAN23	3126
ENSG00000198704.9	GPX6	1712
ENSG00000224586.6	GPX5	1826
ENSG00000232040.2	ZBED9	4877
ENSG00000204713.10	TRIM27	7006
ENSG00000197935.6	ZNF311	3027
ENSG00000204704.2	OR2W1	1028
ENSG00000204703.4	OR2B3	1007
ENSG00000204702.4	OR2J1	1273
ENSG00000204701.1	OR2J3	936
ENSG00000204700.4	OR2J2	1272
ENSG00000204695.3	OR14J1	966
ENSG00000243729.3	OR5V1	1266
ENSG00000112462.8	OR12D3	1869
ENSG00000280236.1	OR12D2	1069
ENSG00000168787.6	OR12D2	924
ENSG00000251608.1	OR12D1	947
ENSG00000204694.10	OR11A1	2611
ENSG00000206474.7	OR10C1	1649
ENSG00000279941.1	OR10C1	939
ENSG00000204688.9	OR2H1	3024
ENSG00000204687.4	MAS1L	1260
ENSG00000213886.3	UBD	1087
ENSG00000204681.10	GABBR1	4527
ENSG00000204657.3	OR2H2	1584
ENSG00000204655.11	MOG	2499
ENSG00000204644.9	ZFP57	1980
ENSG00000204642.13	HLA-F	1635
ENSG00000204632.11	HLA-G	1578
ENSG00000206503.11	HLA-A	1868
ENSG00000066379.14	ZNRD1	3672
ENSG00000204619.7	PPP1R11	1731
ENSG00000204618.8	RNF39	2206
ENSG00000204616.10	TRIM31	2043
ENSG00000204614.8	TRIM40	2086
ENSG00000204613.10	TRIM10	3546
ENSG00000204610.12	TRIM15	2217
ENSG00000234127.8	TRIM26	3478
ENSG00000204599.14	TRIM39	3535
ENSG00000248167.7	TRIM39-RPP21	1698
ENSG00000241370.5	RPP21	1492
ENSG00000204592.8	HLA-E	2601
ENSG00000204590.12	GNL1	7490
ENSG00000204576.11	PRR3	3429
ENSG00000204574.12	ABCF1	3481
ENSG00000204569.9	PPP1R10	4525
ENSG00000204568.11	MRPS18B	1610
ENSG00000137343.17	ATAT1	2646
ENSG00000204564.11	C6orf136	1978
ENSG00000204560.9	DHX16	3445
ENSG00000146112.11	PPP1R18	4599
ENSG00000137404.14	NRM	1755
ENSG00000137337.14	MDC1	7576
ENSG00000196230.12	TUBB	2903
ENSG00000137312.14	FLOT1	1912
ENSG00000137331.11	IER3	1350
ENSG00000204580.11	DDR1	4148
ENSG00000213780.10	GTF2H4	1735
ENSG00000137411.16	VARS2	6054
ENSG00000196260.4	SFTA2	815
ENSG00000168631.11	DPCR1	5314
ENSG00000204544.5	MUC21	3651
ENSG00000261272.1	MUC22	6019
ENSG00000204542.2	C6orf15	1140
ENSG00000204540.10	PSORS1C1	3827
ENSG00000204539.3	CDSN	2552
ENSG00000204538.3	PSORS1C2	1150
